
| name                         | title                        | level | facing   | categories      | description                                                                                                                                                                                                                                                 | detail                                                                                                                                                                                                                                                                                                                                                                                                                                                        | remediation                                                                                      | metadata                                                             | cache_key                                                                          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_authenticated_INSERT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Admins full access to listing markets","Anyone can view listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_authenticated_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_authenticated_UPDATE           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_authenticator_DELETE           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_authenticator_INSERT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Admins full access to listing markets","Anyone can view listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                 | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_authenticator_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_authenticator_UPDATE           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_dashboard_user_DELETE          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_dashboard_user_INSERT          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Admins full access to listing markets","Anyone can view listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_dashboard_user_SELECT          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listing_markets\` has multiple permissive policies for role \`dashboard_user\` for action \`UPDATE\`. Policies include \`{"Admins full access to listing markets","Vendors can manage own listing markets"}\`                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listing_markets","type":"table","schema":"public"}          | multiple_permissive_policies_public_listing_markets_dashboard_user_UPDATE          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Vendors can delete own listings",listings_delete}\`                                                                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_anon_DELETE                           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`anon\` for action \`INSERT\`. Policies include \`{"Vendors can create listings",listings_insert}\`                                                                                                                                                                                                                                                                                      | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_anon_INSERT                           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Public can view published listings","Vendors can view own listings",listings_select}\`                                                                                                                                                                                                                                               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_anon_SELECT                           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`anon\` for action \`UPDATE\`. Policies include \`{"Vendors can update own listings",listings_update}\`                                                                                                                                                                                                                                                                                  | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_anon_UPDATE                           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticated\` for action \`DELETE\`. Policies include \`{"Vendors can delete own listings",listings_delete}\`                                                                                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticated_DELETE                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticated\` for action \`INSERT\`. Policies include \`{"Vendors can create listings",listings_insert}\`                                                                                                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticated_INSERT                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Public can view published listings","Vendors can view own listings",listings_select}\`                                                                                                                                                                                                                                      | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticated_SELECT                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticated\` for action \`UPDATE\`. Policies include \`{"Vendors can update own listings",listings_update}\`                                                                                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticated_UPDATE                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticator\` for action \`DELETE\`. Policies include \`{"Vendors can delete own listings",listings_delete}\`                                                                                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticator_DELETE                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticator\` for action \`INSERT\`. Policies include \`{"Vendors can create listings",listings_insert}\`                                                                                                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticator_INSERT                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Public can view published listings","Vendors can view own listings",listings_select}\`                                                                                                                                                                                                                                      | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticator_SELECT                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`authenticator\` for action \`UPDATE\`. Policies include \`{"Vendors can update own listings",listings_update}\`                                                                                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_authenticator_UPDATE                  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`dashboard_user\` for action \`DELETE\`. Policies include \`{"Vendors can delete own listings",listings_delete}\`                                                                                                                                                                                                                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_dashboard_user_DELETE                 |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`dashboard_user\` for action \`INSERT\`. Policies include \`{"Vendors can create listings",listings_insert}\`                                                                                                                                                                                                                                                                            | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_dashboard_user_INSERT                 |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Public can view published listings","Vendors can view own listings",listings_select}\`                                                                                                                                                                                                                                     | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_dashboard_user_SELECT                 |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.listings\` has multiple permissive policies for role \`dashboard_user\` for action \`UPDATE\`. Policies include \`{"Vendors can update own listings",listings_update}\`                                                                                                                                                                                                                                                                        | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"listings","type":"table","schema":"public"}                 | multiple_permissive_policies_public_listings_dashboard_user_UPDATE                 |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_pickups\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{market_box_pickups_buyer_select,market_box_pickups_vendor_select}\`                                                                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_pickups","type":"table","schema":"public"}       | multiple_permissive_policies_public_market_box_pickups_anon_SELECT                 |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_pickups\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{market_box_pickups_buyer_select,market_box_pickups_vendor_select}\`                                                                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_pickups","type":"table","schema":"public"}       | multiple_permissive_policies_public_market_box_pickups_authenticated_SELECT        |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_pickups\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{market_box_pickups_buyer_select,market_box_pickups_vendor_select}\`                                                                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_pickups","type":"table","schema":"public"}       | multiple_permissive_policies_public_market_box_pickups_authenticator_SELECT        |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_pickups\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{market_box_pickups_buyer_select,market_box_pickups_vendor_select}\`                                                                                                                                                                                                                                               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_pickups","type":"table","schema":"public"}       | multiple_permissive_policies_public_market_box_pickups_dashboard_user_SELECT       |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_subscriptions\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{market_box_subs_buyer_select,market_box_subs_vendor_select}\`                                                                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_subscriptions","type":"table","schema":"public"} | multiple_permissive_policies_public_market_box_subscriptions_anon_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_subscriptions\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{market_box_subs_buyer_select,market_box_subs_vendor_select}\`                                                                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_subscriptions","type":"table","schema":"public"} | multiple_permissive_policies_public_market_box_subscriptions_authenticated_SELECT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_subscriptions\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{market_box_subs_buyer_select,market_box_subs_vendor_select}\`                                                                                                                                                                                                                                                | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_subscriptions","type":"table","schema":"public"} | multiple_permissive_policies_public_market_box_subscriptions_authenticator_SELECT  |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_box_subscriptions\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{market_box_subs_buyer_select,market_box_subs_vendor_select}\`                                                                                                                                                                                                                                               | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_box_subscriptions","type":"table","schema":"public"} | multiple_permissive_policies_public_market_box_subscriptions_dashboard_user_SELECT |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_schedules\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Schedules manageable by admins","Schedules viewable with active market"}\`                                                                                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_schedules","type":"table","schema":"public"}         | multiple_permissive_policies_public_market_schedules_anon_SELECT                   |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_schedules\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Schedules manageable by admins","Schedules viewable with active market"}\`                                                                                                                                                                                                                                          | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_schedules","type":"table","schema":"public"}         | multiple_permissive_policies_public_market_schedules_authenticated_SELECT          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_schedules\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Schedules manageable by admins","Schedules viewable with active market"}\`                                                                                                                                                                                                                                          | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_schedules","type":"table","schema":"public"}         | multiple_permissive_policies_public_market_schedules_authenticator_SELECT          |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_schedules\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Schedules manageable by admins","Schedules viewable with active market"}\`                                                                                                                                                                                                                                         | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_schedules","type":"table","schema":"public"}         | multiple_permissive_policies_public_market_schedules_dashboard_user_SELECT         |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_vendors\` has multiple permissive policies for role \`anon\` for action \`SELECT\`. Policies include \`{"Admins view all market vendors","Public view approved market vendors","Vendors view their markets",market_vendors_public_select}\`                                                                                                                                                                                             | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_vendors","type":"table","schema":"public"}           | multiple_permissive_policies_public_market_vendors_anon_SELECT                     |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_vendors\` has multiple permissive policies for role \`authenticated\` for action \`SELECT\`. Policies include \`{"Admins view all market vendors","Public view approved market vendors","Vendors view their markets",market_vendors_public_select}\`                                                                                                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_vendors","type":"table","schema":"public"}           | multiple_permissive_policies_public_market_vendors_authenticated_SELECT            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_vendors\` has multiple permissive policies for role \`authenticator\` for action \`SELECT\`. Policies include \`{"Admins view all market vendors","Public view approved market vendors","Vendors view their markets",market_vendors_public_select}\`                                                                                                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_vendors","type":"table","schema":"public"}           | multiple_permissive_policies_public_market_vendors_authenticator_SELECT            |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.market_vendors\` has multiple permissive policies for role \`dashboard_user\` for action \`SELECT\`. Policies include \`{"Admins view all market vendors","Public view approved market vendors","Vendors view their markets",market_vendors_public_select}\`                                                                                                                                                                                   | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"market_vendors","type":"table","schema":"public"}           | multiple_permissive_policies_public_market_vendors_dashboard_user_SELECT           |
| multiple_permissive_policies | Multiple Permissive Policies | WARN  | EXTERNAL | ["PERFORMANCE"] | Detects if multiple permissive row level security policies are present on a table for the same \`role\` and \`action\` (e.g. insert). Multiple permissive policies are suboptimal for performance as each policy must be executed for every relevant query. | Table \`public.markets\` has multiple permissive policies for role \`anon\` for action \`DELETE\`. Policies include \`{"Admins full access to markets","Vendors can delete own markets"}\`                                                                                                                                                                                                                                                                    | https://supabase.com/docs/guides/database/database-linter?lint=0006_multiple_permissive_policies | {"name":"markets","type":"table","schema":"public"}                  | multiple_permissive_policies_public_markets_anon_DELETE                            |
