table_name,column_name,data_type,udt_name,is_nullable,column_default
market_bundles,cause_beneficiary_id,uuid,uuid,YES,null
market_bundles,cause_pct,integer,int4,YES,null
market_bundles,approved_by,uuid,uuid,YES,null
market_bundles,approved_at,timestamp with time zone,timestamptz,YES,null
market_bundles,created_by,uuid,uuid,NO,null
market_bundles,created_at,timestamp with time zone,timestamptz,NO,now()
market_bundles,updated_at,timestamp with time zone,timestamptz,NO,now()
market_date_overrides,id,uuid,uuid,NO,gen_random_uuid()
market_date_overrides,market_id,uuid,uuid,NO,null
market_date_overrides,override_date,date,date,NO,null
market_date_overrides,status,text,text,NO,'cancelled'::text
market_date_overrides,booth_disposition,text,text,YES,null
market_date_overrides,reschedule_date,date,date,YES,null
market_date_overrides,reason,text,text,YES,null
market_date_overrides,created_by,uuid,uuid,YES,null
market_date_overrides,created_at,timestamp with time zone,timestamptz,NO,now()
market_day_checkins,id,uuid,uuid,NO,gen_random_uuid()
market_day_checkins,market_id,uuid,uuid,NO,null
market_day_checkins,vendor_profile_id,uuid,uuid,NO,null
market_day_checkins,market_date,date,date,NO,null
market_day_checkins,checked_in_at,timestamp with time zone,timestamptz,NO,now()
market_day_checkins,checked_out_at,timestamp with time zone,timestamptz,YES,null
market_day_checkins,method,text,text,NO,'self_attest'::text
market_day_checkins,self_attested,boolean,bool,NO,true
market_day_checkins,attestation_text,text,text,YES,null
market_day_checkins,attestation_version,text,text,YES,null
market_day_checkins,booth_number,text,text,YES,null
market_day_checkins,captured_latitude,numeric,numeric,YES,null
market_day_checkins,captured_longitude,numeric,numeric,YES,null
market_day_checkins,location_accuracy_m,numeric,numeric,YES,null
market_day_checkins,distance_from_market_m,numeric,numeric,YES,null
market_day_checkins,within_geofence,boolean,bool,YES,null
market_day_checkins,checkout_latitude,numeric,numeric,YES,null
market_day_checkins,checkout_longitude,numeric,numeric,YES,null
market_day_checkins,manager_confirmed,boolean,bool,NO,false
market_day_checkins,manager_confirmed_by,uuid,uuid,YES,null
market_day_checkins,manager_confirmed_at,timestamp with time zone,timestamptz,YES,null
market_day_checkins,notes,text,text,YES,null
market_day_checkins,created_at,timestamp with time zone,timestamptz,NO,now()
market_day_checkins,updated_at,timestamp with time zone,timestamptz,NO,now()
market_day_notification_log,id,uuid,uuid,NO,gen_random_uuid()
market_day_notification_log,market_id,uuid,uuid,NO,null
market_day_notification_log,market_date,date,date,NO,null
market_day_notification_log,recipient_count,integer,int4,NO,0
market_day_notification_log,notified_at,timestamp with time zone,timestamptz,NO,now()
market_documents,id,uuid,uuid,NO,gen_random_uuid()
market_documents,market_id,uuid,uuid,NO,null
market_documents,uploader_user_id,uuid,uuid,NO,null
market_documents,document_type,text,text,NO,null
market_documents,storage_path,text,text,NO,null
market_documents,file_name,text,text,NO,null
market_documents,file_size_bytes,integer,int4,NO,null
market_documents,mime_type,text,text,NO,null
market_documents,notes,text,text,YES,null
market_documents,uploaded_at,timestamp with time zone,timestamptz,NO,now()
market_documents,created_at,timestamp with time zone,timestamptz,NO,now()
market_favorites,id,uuid,uuid,NO,gen_random_uuid()
market_favorites,user_id,uuid,uuid,NO,null
market_favorites,market_id,uuid,uuid,NO,null
market_favorites,created_at,timestamp with time zone,timestamptz,NO,now()
market_manager_history,id,uuid,uuid,NO,gen_random_uuid()
market_manager_history,market_id,uuid,uuid,NO,null
market_manager_history,manager_user_id,uuid,uuid,YES,null
market_manager_history,manager_email_snapshot,text,text,NO,null
market_manager_history,assigned_at,timestamp with time zone,timestamptz,NO,now()
market_manager_history,assigned_by_user_id,uuid,uuid,YES,null
market_manager_history,ended_at,timestamp with time zone,timestamptz,YES,null
market_manager_history,ended_by_user_id,uuid,uuid,YES,null
market_manager_history,end_reason,text,text,YES,null
market_manager_history,created_at,timestamp with time zone,timestamptz,NO,now()
market_optin_selections,id,uuid,uuid,NO,gen_random_uuid()
market_optin_selections,market_id,uuid,uuid,NO,null
market_optin_selections,statement_id,text,text,NO,null
market_optin_selections,placeholder_values,jsonb,jsonb,NO,'{}'::jsonb
market_optin_selections,selected_at,timestamp with time zone,timestamptz,NO,now()
market_optin_statement_catalog,id,text,text,NO,null
market_optin_statement_catalog,category,text,text,NO,null
market_optin_statement_catalog,statement,text,text,NO,null
market_optin_statement_catalog,placeholders,ARRAY,_text,NO,'{}'::text[]
market_optin_statement_catalog,active,boolean,bool,NO,true
market_optin_statement_catalog,sort_order,integer,int4,NO,0
market_optin_statement_catalog,created_at,timestamp with time zone,timestamptz,NO,now()
market_optin_statement_catalog,vertical_id,text,text,YES,null
market_optin_statement_catalog,event_eligible,boolean,bool,NO,false
market_schedules,id,uuid,uuid,NO,gen_random_uuid()
market_schedules,market_id,uuid,uuid,NO,null
market_schedules,day_of_week,integer,int4,NO,null
market_schedules,start_time,time without time zone,time,NO,null
market_schedules,end_time,time without time zone,time,NO,null
market_schedules,active,boolean,bool,YES,true
market_schedules,created_at,timestamp with time zone,timestamptz,YES,now()
market_seasons,id,uuid,uuid,NO,gen_random_uuid()
market_seasons,market_id,uuid,uuid,NO,null
market_seasons,name,text,text,NO,null
market_seasons,start_date,date,date,NO,null
market_seasons,end_date,date,date,NO,null
market_seasons,declared_market_days,integer,int4,YES,null
market_seasons,refund_cap_days,integer,int4,NO,1
market_seasons,prepay_open,boolean,bool,NO,false
market_seasons,prepay_opened_at,timestamp with time zone,timestamptz,YES,null
market_seasons,prepay_closes_at,timestamp with time zone,timestamptz,YES,null
market_seasons,status,text,text,NO,'draft'::text
market_seasons,created_at,timestamp with time zone,timestamptz,NO,now()
market_seasons,updated_at,timestamp with time zone,timestamptz,NO,now()
market_seasons,potential_makeup_days,integer,int4,NO,0
market_seasons,days_per_week_snapshot,integer,int4,YES,null
market_surveys,id,uuid,uuid,NO,gen_random_uuid()
market_surveys,kind,text,text,NO,null
market_surveys,vendor_profile_id,uuid,uuid,YES,null
market_surveys,buyer_user_id,uuid,uuid,YES,null
market_surveys,market_id,uuid,uuid,NO,null
market_surveys,market_date,date,date,NO,null
market_surveys,access_token,text,text,YES,null
market_surveys,expires_at,timestamp with time zone,timestamptz,NO,null
market_surveys,rating_overall,integer,int4,YES,null
market_surveys,rating_foot_traffic,integer,int4,YES,null
market_surveys,rating_sales,integer,int4,YES,null
market_surveys,rating_market_organization,integer,int4,YES,null
market_surveys,rating_manager_support,integer,int4,YES,null
market_surveys,rating_variety,integer,int4,YES,null
market_surveys,rating_quality,integer,int4,YES,null
market_surveys,rating_atmosphere,integer,int4,YES,null
market_surveys,rating_layout,integer,int4,YES,null
market_surveys,rating_accessibility,integer,int4,YES,null
market_surveys,comment,text,text,YES,null
market_surveys,submitted_at,timestamp with time zone,timestamptz,YES,null
market_surveys,notified_at,timestamp with time zone,timestamptz,YES,null
market_surveys,created_at,timestamp with time zone,timestamptz,NO,now()
market_surveys,other_places_request,text,text,YES,null
market_vendor_counts,market_id,uuid,uuid,YES,null
market_vendor_counts,vendor_count,bigint,int8,YES,null
market_vendors,id,uuid,uuid,NO,gen_random_uuid()
market_vendors,market_id,uuid,uuid,NO,null
market_vendors,vendor_profile_id,uuid,uuid,NO,null
market_vendors,approved,boolean,bool,YES,false
market_vendors,booth_number,text,text,YES,null
market_vendors,notes,text,text,YES,null
market_vendors,created_at,timestamp with time zone,timestamptz,YES,now()
market_vendors,updated_at,timestamp with time zone,timestamptz,YES,now()
market_vendors,response_status,text,text,YES,null
market_vendors,response_notes,text,text,YES,null
market_vendors,invited_at,timestamp with time zone,timestamptz,YES,null
market_vendors,is_backup,boolean,bool,YES,false
market_vendors,backup_priority,integer,int4,YES,null
market_vendors,replaced_vendor_id,uuid,uuid,YES,null
market_vendors,event_max_orders_total,integer,int4,YES,null
market_vendors,event_max_orders_per_wave,integer,int4,YES,null
market_vendors,inventory_id,uuid,uuid,YES,null
market_vendors,revoked_at,timestamp with time zone,timestamptz,YES,null
market_vendors,revoked_by,uuid,uuid,YES,null
market_vendors,organizer_selected_at,timestamp with time zone,timestamptz,YES,null
market_vendors,standby_opted_in_at,timestamp with time zone,timestamptz,YES,null
markets,id,uuid,uuid,NO,gen_random_uuid()
markets,vertical_id,text,text,NO,null
markets,vendor_profile_id,uuid,uuid,YES,null
markets,name,text,text,NO,null
markets,market_type,text,text,NO,null
markets,address,text,text,YES,null
markets,city,text,text,YES,null
markets,state,text,text,YES,null
markets,zip,text,text,YES,null
markets,day_of_week,integer,int4,YES,null
markets,start_time,time without time zone,time,YES,null
markets,end_time,time without time zone,time,YES,null
markets,status,text,text,NO,'active'::text
markets,created_at,timestamp with time zone,timestamptz,NO,now()
markets,updated_at,timestamp with time zone,timestamptz,NO,now()
markets,active,boolean,bool,NO,true
markets,contact_email,text,text,YES,null
markets,submitted_by,uuid,uuid,YES,null
markets,submitted_at,timestamp with time zone,timestamptz,YES,null
markets,reviewed_by,uuid,uuid,YES,null
markets,reviewed_at,timestamp with time zone,timestamptz,YES,null
markets,rejection_reason,text,text,YES,null
markets,latitude,numeric,numeric,YES,null
markets,longitude,numeric,numeric,YES,null
markets,geocoding_failed,boolean,bool,YES,false
markets,contact_phone,text,text,YES,null
markets,timezone,text,text,YES,'America/Chicago'::text
markets,cutoff_hours,integer,int4,YES,18
markets,season_start,date,date,YES,null
markets,season_end,date,date,YES,null
markets,approval_status,USER-DEFINED,market_approval_status,YES,'approved'::market_approval_status
markets,submitted_by_vendor_id,uuid,uuid,YES,null
markets,description,text,text,YES,null
markets,website,text,text,YES,null
markets,vendor_sells_at_market,boolean,bool,YES,true
markets,expires_at,timestamp with time zone,timestamptz,YES,null
markets,catering_request_id,uuid,uuid,YES,null
markets,headcount,integer,int4,YES,null
markets,is_private,boolean,bool,YES,false
markets,event_allow_day_of_orders,boolean,bool,NO,false
markets,wave_ordering_enabled,boolean,bool,NO,false
markets,wave_duration_minutes,integer,int4,NO,30
markets,manager_email,text,text,YES,null
markets,manager_user_id,uuid,uuid,YES,null
markets,manager_invited_at,timestamp with time zone,timestamptz,YES,null
markets,manager_accepted_at,timestamp with time zone,timestamptz,YES,null
markets,logo_url,text,text,YES,null
markets,stripe_account_id,text,text,YES,null
markets,stripe_onboarding_complete,boolean,bool,NO,false
markets,stripe_charges_enabled,boolean,bool,NO,false
markets,stripe_payouts_enabled,boolean,bool,NO,false
markets,booth_label_start,text,text,YES,null
markets,booth_label_end,text,text,YES,null
markets,onboarding_no_existing_vendors_ack,boolean,bool,NO,false
markets,onboarding_no_placeholders_ack,boolean,bool,NO,false
markets,manager_status,text,text,NO,'active'::text
markets,schedule_confirmed_at,timestamp with time zone,timestamptz,YES,null
markets,park_mode,text,text,NO,'free'::text
markets,operator_keep_pct,numeric,numeric,NO,0.935
markets,required_docs_note,text,text,YES,null
markets,booth_map_url,text,text,YES,null
markets,required_docs,jsonb,jsonb,NO,'[]'::jsonb
markets,insurance_self_certified,boolean,bool,NO,false
markets,insurance_self_certified_at,timestamp with time zone,timestamptz,YES,null
markets,operator_platform_ack,boolean,bool,NO,false
markets,operator_platform_ack_at,timestamp with time zone,timestamptz,YES,null
markets,cover_image_url,text,text,YES,null
markets,chipin_enabled,boolean,bool,NO,false
markets,chipin_beneficiary_id,uuid,uuid,YES,null
markets,tax_jurisdictions,jsonb,jsonb,NO,'[]'::jsonb
markets,tax_rate_total_pct,numeric,numeric,YES,null
markets,tax_rate_version,text,text,YES,null
markets,tax_jurisdiction_verified_at,timestamp with time zone,timestamptz,YES,null
markets,tax_jurisdiction_note,text,text,YES,null
markets,event_start_date,date,date,YES,null
markets,event_end_date,date,date,YES,null
markets,event_url,text,text,YES,null
notifications,id,uuid,uuid,NO,uuid_generate_v4()
notifications,user_id,uuid,uuid,NO,null
notifications,type,text,text,NO,null
notifications,title,text,text,NO,null
notifications,message,text,text,YES,null
notifications,data,jsonb,jsonb,YES,'{}'::jsonb
notifications,read_at,timestamp with time zone,timestamptz,YES,null
notifications,created_at,timestamp with time zone,timestamptz,YES,now()
notifications,vertical_id,text,text,YES,null
order_items,id,uuid,uuid,NO,uuid_generate_v4()
order_items,order_id,uuid,uuid,NO,null
order_items,listing_id,uuid,uuid,NO,null
order_items,vendor_profile_id,uuid,uuid,NO,null
order_items,quantity,integer,int4,NO,1
order_items,unit_price_cents,integer,int4,NO,null
order_items,subtotal_cents,integer,int4,NO,null
order_items,platform_fee_cents,integer,int4,NO,null
order_items,vendor_payout_cents,integer,int4,NO,null
order_items,status,USER-DEFINED,order_item_status,NO,'pending'::order_item_status
order_items,pickup_confirmed_at,timestamp with time zone,timestamptz,YES,null
order_items,created_at,timestamp with time zone,timestamptz,NO,now()
order_items,updated_at,timestamp with time zone,timestamptz,NO,now()
order_items,buyer_confirmed_at,timestamp with time zone,timestamptz,YES,null
order_items,cancelled_at,timestamp with time zone,timestamptz,YES,null
order_items,cancelled_by,text,text,YES,null
order_items,cancellation_reason,text,text,YES,null
order_items,refund_amount_cents,integer,int4,YES,null
order_items,expires_at,timestamp with time zone,timestamptz,YES,null
order_items,pickup_date,date,date,YES,null
order_items,market_id,uuid,uuid,YES,null
order_items,vendor_confirmed_at,timestamp with time zone,timestamptz,YES,null
order_items,confirmation_window_expires_at,timestamp with time zone,timestamptz,YES,null
order_items,lockdown_active,boolean,bool,YES,false
order_items,lockdown_initiated_at,timestamp with time zone,timestamptz,YES,null
order_items,issue_reported_at,timestamp with time zone,timestamptz,YES,null
order_items,issue_reported_by,text,text,YES,null
order_items,issue_description,text,text,YES,null
order_items,issue_resolved_at,timestamp with time zone,timestamptz,YES,null
order_items,issue_resolved_by,text,text,YES,null
order_items,issue_status,text,text,YES,'new'::text
order_items,issue_admin_notes,text,text,YES,null
order_items,schedule_id,uuid,uuid,YES,null
order_items,pickup_snapshot,jsonb,jsonb,YES,null
order_items,preferred_pickup_time,time without time zone,time,YES,null
order_items,cancellation_fee_cents,integer,int4,YES,null
order_items,wave_id,uuid,uuid,YES,null
order_items,tax_amount_cents,integer,int4,YES,null
order_items,taxable_amount_cents,integer,int4,YES,null
order_items,tax_jurisdictions,jsonb,jsonb,YES,null
order_items,tax_rate_version,text,text,YES,null
order_items,tax_source,text,text,YES,null
order_items,discount_cents,integer,int4,NO,0
order_items,offer_id,uuid,uuid,YES,null
order_ratings,id,uuid,uuid,NO,gen_random_uuid()
order_ratings,order_id,uuid,uuid,NO,null
order_ratings,buyer_user_id,uuid,uuid,NO,null
order_ratings,vendor_profile_id,uuid,uuid,NO,null
order_ratings,rating,integer,int4,NO,null
order_ratings,comment,text,text,YES,null
order_ratings,created_at,timestamp with time zone,timestamptz,YES,now()
order_ratings,updated_at,timestamp with time zone,timestamptz,YES,now()
orders,id,uuid,uuid,NO,uuid_generate_v4()
orders,buyer_user_id,uuid,uuid,NO,null
orders,vertical_id,text,text,NO,null
orders,order_number,text,text,NO,null
orders,status,USER-DEFINED,order_status,NO,'pending'::order_status
orders,subtotal_cents,integer,int4,NO,null
orders,platform_fee_cents,integer,int4,NO,null
orders,total_cents,integer,int4,NO,null
orders,stripe_checkout_session_id,text,text,YES,null
orders,created_at,timestamp with time zone,timestamptz,NO,now()
orders,updated_at,timestamp with time zone,timestamptz,NO,now()
orders,payment_method,USER-DEFINED,payment_method,YES,'stripe'::payment_method
orders,external_payment_confirmed_at,timestamp with time zone,timestamptz,YES,null
orders,external_payment_confirmed_by,uuid,uuid,YES,null
orders,parent_order_id,uuid,uuid,YES,null
orders,order_suffix,character varying,varchar,YES,null
orders,tip_percentage,smallint,int2,YES,0
orders,tip_amount,integer,int4,YES,0
orders,tip_on_platform_fee_cents,integer,int4,NO,0
orders,small_order_fee_cents,integer,int4,NO,0
orders,payment_model,text,text,YES,null
orders,event_wave_reservation_id,uuid,uuid,YES,null
orders,event_company_payment_id,uuid,uuid,YES,null
orders,chipin_amount_cents,integer,int4,YES,null
orders,chipin_beneficiary_id,uuid,uuid,YES,null
orders,tax_total_cents,integer,int4,YES,null
orders,reconfirm_required_at,timestamp with time zone,timestamptz,YES,null
orders,reconfirm_token,uuid,uuid,YES,null
orders,reconfirmed_at,timestamp with time zone,timestamptz,YES,null
orders,reconfirm_reminder_sent_at,timestamp with time zone,timestamptz,YES,null
orders,reconfirm_final_sent_at,timestamp with time zone,timestamptz,YES,null
orders,reconfirm_refunded_at,timestamp with time zone,timestamptz,YES,null
orders,discount_cents,integer,int4,NO,0
orders,bundle_id,uuid,uuid,YES,null
orders,bundle_margin_cents,integer,int4,NO,0
orders,bundle_handed_off_at,timestamp with time zone,timestamptz,YES,null
orders,bundle_margin_transfer_id,text,text,YES,null
orders,bundle_buyer_ack_at,timestamp with time zone,timestamptz,YES,null
organizations,id,uuid,uuid,NO,uuid_generate_v4()
organizations,legal_name,text,text,NO,null
organizations,dba_name,text,text,YES,null
organizations,owner_user_id,uuid,uuid,NO,null
organizations,tax_id,text,text,YES,null
organizations,created_at,timestamp with time zone,timestamptz,YES,now()
organizations,updated_at,timestamp with time zone,timestamptz,YES,now()
organizations,deleted_at,timestamp with time zone,timestamptz,YES,null
park_spot_bookings,id,uuid,uuid,NO,gen_random_uuid()
park_spot_bookings,market_id,uuid,uuid,NO,null
park_spot_bookings,vendor_profile_id,uuid,uuid,NO,null
park_spot_bookings,spot_id,uuid,uuid,NO,null
park_spot_bookings,booking_date,date,date,NO,null
park_spot_bookings,price_cents,integer,int4,NO,null
park_spot_bookings,status,text,text,NO,'pending_payment'::text
park_spot_bookings,booking_group_id,uuid,uuid,YES,null
park_spot_bookings,stripe_checkout_session_id,text,text,YES,null
park_spot_bookings,stripe_payment_intent_id,text,text,YES,null
park_spot_bookings,agreement_acceptance_id,uuid,uuid,YES,null
park_spot_bookings,booked_at,timestamp with time zone,timestamptz,NO,now()
park_spot_bookings,paid_at,timestamp with time zone,timestamptz,YES,null
park_spot_bookings,cancelled_at,timestamp with time zone,timestamptz,YES,null
park_spot_bookings,created_at,timestamp with time zone,timestamptz,NO,now()
park_spot_bookings,updated_at,timestamp with time zone,timestamptz,NO,now()
park_spot_bookings,standing_reservation_id,uuid,uuid,YES,null
park_spot_bookings,manager_barred_at,timestamp with time zone,timestamptz,YES,null
park_spot_bookings,bar_reason,text,text,YES,null
park_spot_bookings,manager_receives_cents,integer,int4,YES,null
park_spots,id,uuid,uuid,NO,gen_random_uuid()
park_spots,market_id,uuid,uuid,NO,null
park_spots,label,text,text,NO,null
park_spots,max_length_ft,integer,int4,YES,null
park_spots,power,text,text,NO,'none'::text
park_spots,has_water,boolean,bool,NO,false
park_spots,base_price_cents,integer,int4,NO,null
park_spots,recurring_eligible,boolean,bool,NO,false
park_spots,active,boolean,bool,NO,true
park_spots,created_at,timestamp with time zone,timestamptz,NO,now()
park_spots,updated_at,timestamp with time zone,timestamptz,NO,now()
park_standing_reservations,id,uuid,uuid,NO,gen_random_uuid()
park_standing_reservations,market_id,uuid,uuid,NO,null
park_standing_reservations,vendor_profile_id,uuid,uuid,NO,null
park_standing_reservations,spot_id,uuid,uuid,NO,null
park_standing_reservations,day_of_week,integer,int4,NO,null
park_standing_reservations,status,text,text,NO,'requested'::text
park_standing_reservations,approved_by,uuid,uuid,YES,null
park_standing_reservations,approved_at,timestamp with time zone,timestamptz,YES,null
park_standing_reservations,created_at,timestamp with time zone,timestamptz,NO,now()
park_standing_reservations,updated_at,timestamp with time zone,timestamptz,NO,now()
park_standing_reservations,strikes_reset_at,timestamp with time zone,timestamptz,YES,null
park_standing_reservations,requested_start_date,date,date,YES,null
park_vendor_vetting,id,uuid,uuid,NO,gen_random_uuid()
park_vendor_vetting,market_id,uuid,uuid,NO,null
park_vendor_vetting,vendor_profile_id,uuid,uuid,NO,null
park_vendor_vetting,docs_reviewed_at,timestamp with time zone,timestamptz,YES,null
park_vendor_vetting,review_status,text,text,NO,'pending'::text
park_vendor_vetting,blocked,boolean,bool,NO,false
park_vendor_vetting,block_reason,text,text,YES,null
park_vendor_vetting,blocked_at,timestamp with time zone,timestamptz,YES,null
park_vendor_vetting,created_at,timestamp with time zone,timestamptz,NO,now()
park_vendor_vetting,updated_at,timestamp with time zone,timestamptz,NO,now()
park_vendor_vetting,docs_notified_at,timestamp with time zone,timestamptz,YES,null
payments,id,uuid,uuid,NO,uuid_generate_v4()
payments,order_id,uuid,uuid,NO,null
payments,stripe_payment_intent_id,text,text,NO,null
payments,amount_cents,integer,int4,NO,null
payments,platform_fee_cents,integer,int4,NO,null
payments,status,USER-DEFINED,payment_status,NO,'pending'::payment_status
payments,paid_at,timestamp with time zone,timestamptz,YES,null
payments,refunded_at,timestamp with time zone,timestamptz,YES,null
payments,refund_amount_cents,integer,int4,YES,null
payments,created_at,timestamp with time zone,timestamptz,YES,now()
payments,updated_at,timestamp with time zone,timestamptz,YES,now()
payments,stripe_fee_cents,integer,int4,YES,null
platform_settings,key,text,text,NO,null
platform_settings,value,text,text,NO,null
platform_settings,description,text,text,YES,null
platform_settings,updated_at,timestamp with time zone,timestamptz,YES,now()
public_activity_events,id,uuid,uuid,NO,gen_random_uuid()
public_activity_events,vertical_id,text,text,NO,null
public_activity_events,event_type,text,text,NO,null
public_activity_events,city,text,text,YES,null
public_activity_events,item_name,text,text,YES,null
public_activity_events,vendor_display_name,text,text,YES,null
public_activity_events,item_category,text,text,YES,null
public_activity_events,created_at,timestamp with time zone,timestamptz,NO,now()
public_activity_events,expires_at,timestamp with time zone,timestamptz,NO,(now() + '7 days'::interval)
push_subscriptions,id,uuid,uuid,NO,gen_random_uuid()
push_subscriptions,user_id,uuid,uuid,NO,null
push_subscriptions,endpoint,text,text,NO,null
push_subscriptions,p256dh,text,text,NO,null
push_subscriptions,auth,text,text,NO,null
push_subscriptions,created_at,timestamp with time zone,timestamptz,NO,now()
rule_refusals,id,uuid,uuid,NO,gen_random_uuid()
rule_refusals,rule_key,text,text,NO,null
rule_refusals,vertical_id,text,text,YES,null
rule_refusals,route,text,text,YES,null
rule_refusals,method,text,text,YES,null
rule_refusals,user_id,uuid,uuid,YES,null
rule_refusals,context,jsonb,jsonb,NO,'{}'::jsonb
rule_refusals,created_at,timestamp with time zone,timestamptz,NO,now()
shopper_feedback,id,uuid,uuid,NO,gen_random_uuid()
shopper_feedback,user_id,uuid,uuid,NO,null
shopper_feedback,vertical_id,text,text,NO,null
shopper_feedback,category,USER-DEFINED,shopper_feedback_category,NO,null
shopper_feedback,message,text,text,NO,null
shopper_feedback,market_name,text,text,YES,null
shopper_feedback,market_location,text,text,YES,null
shopper_feedback,market_schedule,text,text,YES,null
shopper_feedback,status,USER-DEFINED,feedback_status,YES,'new'::feedback_status
shopper_feedback,admin_notes,text,text,YES,null
shopper_feedback,resolved_at,timestamp with time zone,timestamptz,YES,null
shopper_feedback,resolved_by,uuid,uuid,YES,null
shopper_feedback,created_at,timestamp with time zone,timestamptz,YES,now()
shopper_feedback,updated_at,timestamp with time zone,timestamptz,YES,now()
spatial_ref_sys,srid,integer,int4,NO,null
spatial_ref_sys,auth_name,character varying,varchar,YES,null
spatial_ref_sys,auth_srid,integer,int4,YES,null
spatial_ref_sys,srtext,character varying,varchar,YES,null
spatial_ref_sys,proj4text,character varying,varchar,YES,null
support_tickets,id,uuid,uuid,NO,gen_random_uuid()
support_tickets,vertical_id,text,text,NO,null
support_tickets,name,text,text,NO,null
support_tickets,email,text,text,NO,null
support_tickets,category,text,text,NO,'general'::text
support_tickets,message,text,text,NO,null
support_tickets,user_id,uuid,uuid,YES,null
support_tickets,status,text,text,NO,'new'::text
support_tickets,admin_notes,text,text,YES,null
support_tickets,created_at,timestamp with time zone,timestamptz,YES,now()
support_tickets,updated_at,timestamp with time zone,timestamptz,YES,now()
transactions,id,uuid,uuid,NO,uuid_generate_v4()
transactions,listing_id,uuid,uuid,NO,null
transactions,vendor_profile_id,uuid,uuid,NO,null
transactions,buyer_user_id,uuid,uuid,NO,null
transactions,vertical_id,text,text,NO,null
transactions,status,USER-DEFINED,transaction_status,YES,'initiated'::transaction_status
transactions,buyer_data,jsonb,jsonb,YES,'{}'::jsonb
transactions,notes,text,text,YES,null
transactions,created_at,timestamp with time zone,timestamptz,YES,now()
transactions,updated_at,timestamp with time zone,timestamptz,YES,now()
user_agreement_acceptances,id,uuid,uuid,NO,gen_random_uuid()
user_agreement_acceptances,user_id,uuid,uuid,NO,null
user_agreement_acceptances,agreement_type,text,text,NO,null
user_agreement_acceptances,agreement_version,text,text,NO,null
user_agreement_acceptances,accepted_at,timestamp with time zone,timestamptz,NO,now()
user_agreement_acceptances,ip_address,inet,inet,YES,null
user_agreement_acceptances,user_agent,text,text,YES,null
user_agreement_acceptances,vertical_id,text,text,YES,null
user_agreement_acceptances,created_at,timestamp with time zone,timestamptz,NO,now()
user_profiles,id,uuid,uuid,NO,uuid_generate_v4()
user_profiles,user_id,uuid,uuid,NO,null
user_profiles,email,text,text,YES,null
user_profiles,phone,text,text,YES,null
user_profiles,display_name,text,text,YES,null
user_profiles,roles,ARRAY,_user_role,YES,ARRAY['buyer'::user_role]
user_profiles,avatar_url,text,text,YES,null
user_profiles,created_at,timestamp with time zone,timestamptz,YES,now()
user_profiles,updated_at,timestamp with time zone,timestamptz,YES,now()
user_profiles,deleted_at,timestamp with time zone,timestamptz,YES,null
user_profiles,role,USER-DEFINED,user_role,YES,null
user_profiles,verticals,ARRAY,_text,YES,'{}'::text[]
user_profiles,buyer_tier,text,text,YES,'standard'::text
user_profiles,buyer_tier_expires_at,timestamp with time zone,timestamptz,YES,null
user_profiles,stripe_subscription_id,text,text,YES,null
user_profiles,preferred_latitude,numeric,numeric,YES,null
user_profiles,preferred_longitude,numeric,numeric,YES,null
user_profiles,location_source,text,text,YES,null
user_profiles,location_updated_at,timestamp with time zone,timestamptz,YES,null
user_profiles,is_chief_platform_admin,boolean,bool,YES,false
user_profiles,tutorial_completed_at,timestamp with time zone,timestamptz,YES,null
user_profiles,tutorial_skipped_at,timestamp with time zone,timestamptz,YES,null
user_profiles,vendor_tutorial_completed_at,timestamp with time zone,timestamptz,YES,null
user_profiles,vendor_tutorial_skipped_at,timestamp with time zone,timestamptz,YES,null
user_profiles,location_text,text,text,YES,null
user_profiles,stripe_customer_id,text,text,YES,null
user_profiles,subscription_status,text,text,YES,null
user_profiles,subscription_cycle,text,text,YES,null
user_profiles,tier_started_at,timestamp with time zone,timestamptz,YES,null
user_profiles,tier_expires_at,timestamp with time zone,timestamptz,YES,null
user_profiles,notification_preferences,jsonb,jsonb,YES,"'{""sms_marketing"": false, ""email_marketing"": false, ""sms_order_updates"": false, ""email_order_updates"": true}'::jsonb"
user_profiles,survey_emails_opted_out,boolean,bool,NO,false
user_profiles,email_suppressed_at,timestamp with time zone,timestamptz,YES,null
user_profiles,email_suppression_reason,text,text,YES,null
v_error_frequency,error_code,text,text,YES,null
v_error_frequency,report_count,bigint,int8,YES,null
v_error_frequency,affected_verticals,bigint,int8,YES,null
v_error_frequency,last_reported,timestamp with time zone,timestamptz,YES,null
v_error_frequency,first_reported,timestamp with time zone,timestamptz,YES,null
v_error_frequency,resolved_count,bigint,int8,YES,null
v_error_frequency,open_count,bigint,int8,YES,null
v_failed_approaches,error_code,text,text,YES,null
v_failed_approaches,attempted_fix,text,text,YES,null
v_failed_approaches,migration_file,text,text,YES,null
v_failed_approaches,failure_reason,text,text,YES,null
v_failed_approaches,created_at,timestamp with time zone,timestamptz,YES,null
v_platform_admin_escalated_reports,id,uuid,uuid,YES,null
v_platform_admin_escalated_reports,error_code,text,text,YES,null
v_platform_admin_escalated_reports,trace_id,text,text,YES,null
v_platform_admin_escalated_reports,vertical_id,text,text,YES,null
v_platform_admin_escalated_reports,page_url,text,text,YES,null
v_platform_admin_escalated_reports,user_agent,text,text,YES,null
v_platform_admin_escalated_reports,reported_by_user_id,uuid,uuid,YES,null
v_platform_admin_escalated_reports,reporter_email,text,text,YES,null
